,src_port,dst_port,duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,max_fpktl,mean_fpktl,std_fpktl,min_bpktl,max_bpktl,mean_bpktl,std_bpktl,flowBytesPerSecond,flowPktsPerSecond,mean_flowiat,std_flowiat,max_flowiat,min_flowiat,total_fiat,mean_fiat,std_fiat,max_fiat,min_fiat,total_biat,mean_biat,max_biat,min_biat,fpsh_cnt,bpsh_cnt,fPktsPerSecond,bPktsPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,var_flowpktl,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,downUpRatio,avgPacketSize,fAvgSegmentSize,bAvgSegmentSize,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bAvgPacketsPerBulk,bAvgBulkRate,fSubFlowAvgPkts,fSubFlowAvgBytes,bSubFlowAvgPkts,bSubFlowAvgBytes,fInitWinSize,bInitWinSize,fDataPkts,fHeaderSizeMin,mean_active_s,max_active_s
105,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,1,133,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,1,1
108,1,211,0,0,45,2,2,3,3,3,0,56,3,9,0,4,4,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,123,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
109,131,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,1,210,0,0,45,2,2,3,3,3,0,56,3,9,0,2,2,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,60,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
111,1,222,4,28,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,12,20,9,12,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,6,6
112,218,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,222,0,0,45,2,2,3,3,3,0,56,3,9,0,4,3,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,110,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
114,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
115,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
117,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
121,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
122,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,179,1,67,28,45,3,3,0,1,0,1,77,4,13,0,0,0,143,178,178,0,128,178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,96,96
126,0,194,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,1,0,28,0,0,0
127,191,0,0,56,45,8,9,0,1,1,0,225,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,8,10,7,7,0,225,0,0,37,69,2,7,0,28,7,150,180,112,90,56,8,45,9,1,1,56,0,0,0
128,158,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,0,0,225,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,1,133,0,0,45,2,2,3,3,3,0,56,3,9,0,7,6,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,3,186,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
130,131,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,1,211,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,0,0
132,218,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,176,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,0,0,225,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,1,210,0,28,0,4,0,0,0,0,0,0,0,0,0,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,0,0
136,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,207,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
139,1,133,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,1,1
140,1,211,0,0,45,2,2,3,3,3,0,56,3,9,0,4,4,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,2,123,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
141,131,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,1,210,0,0,45,2,2,3,3,3,0,56,3,9,0,2,2,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,60,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
143,1,222,4,28,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,12,20,9,12,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,6,6
144,218,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,222,0,0,45,2,2,3,3,3,0,56,3,9,0,4,3,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,1,110,0,2,3,3,0,0,0,225,37,17,6,3,2,0,6,75,150,112,150,0,2,45,2,0,0,0,3,0,0
146,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
147,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
149,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
152,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
156,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,179,1,67,28,45,3,3,0,1,0,1,77,4,13,0,0,0,143,178,178,0,128,178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,96,96
158,191,0,135,56,135,12,9,0,7,3,5,69,4,12,0,0,0,114,137,189,0,136,94,225,0,0,116,225,0,6,56,0,0,0,8,6,4,3,0,225,225,0,37,86,4,4,2,0,15,100,179,150,179,56,12,135,9,220,222,56,0,191,191
159,191,0,0,56,45,8,9,0,1,1,0,225,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,8,10,7,7,0,225,0,0,37,69,2,7,0,28,7,150,180,112,90,56,8,45,9,1,1,56,0,0,0
160,216,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,1,220,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1,178,0,0,45,1,2,1,1,1,0,56,3,9,0,3,3,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,1,92,0,1,1,1,0,0,112,225,0,17,4,1,0,0,5,75,150,112,150,0,1,45,2,225,0,0,1,0,0
163,1,211,0,0,45,1,2,1,1,1,0,56,3,9,0,4,4,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,2,143,0,1,1,1,0,0,112,225,0,17,4,1,0,0,5,75,150,112,150,0,1,45,2,225,0,0,1,0,0
164,1,211,0,0,45,1,2,1,1,1,0,56,3,9,0,7,7,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,3,225,0,1,1,1,0,0,112,225,0,17,4,1,0,0,5,75,150,112,150,0,1,45,2,225,0,0,1,0,0
165,175,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,175,1,49,168,180,54,225,0,38,7,21,69,183,225,205,0,0,21,30,65,0,94,21,61,0,0,70,90,0,115,112,112,0,0,8,182,71,97,42,225,225,0,112,173,0,71,6,225,33,171,157,168,103,168,54,180,225,220,225,168,0,70,70
167,1,178,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,0,0,28,0,0,0
168,175,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
170,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
172,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
175,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,179,1,67,28,45,3,3,0,1,0,1,77,4,13,0,0,0,143,178,178,0,128,178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,96,96
181,0,194,0,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,225,0,0,0,34,3,1,0,0,0,0,0,0,0,28,4,0,0,1,0,28,0,0,0
182,191,0,0,56,45,8,9,0,1,1,0,225,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,8,10,7,7,0,225,0,0,37,69,2,7,0,28,7,150,180,112,90,56,8,45,9,1,1,56,0,0,0
183,1,136,225,0,0,16,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,56,0,0,0,225,20,45,0,0,225,0,0,37,17,3,45,22,0,0,0,0,0,0,0,16,0,0,3,0,0,22,0,0
184,134,1,0,28,0,4,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,2,2,2,0,225,0,0,37,34,3,2,1,0,0,0,0,0,0,28,4,0,0,1,0,28,0,0,0
185,1,136,13,28,0,19,0,0,22,11,25,0,0,0,0,0,0,58,0,36,58,26,36,0,0,0,0,0,0,0,56,0,0,0,0,20,22,22,2,225,0,0,37,34,3,22,11,0,0,0,0,0,0,28,19,0,0,7,0,28,0,19,19
186,224,1,85,28,45,3,3,0,1,0,1,77,4,13,0,0,0,181,225,225,0,162,225,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,121,121
187,134,1,0,28,0,4,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,2,2,2,0,225,0,0,37,34,3,2,1,0,0,0,0,0,0,28,4,0,0,1,0,28,0,0,0
188,1,199,12,0,135,2,10,3,3,3,0,69,6,13,2,0,0,18,27,33,0,0,0,0,224,224,23,46,224,0,56,112,0,0,8,2,3,1,0,0,0,225,75,69,0,3,2,1,6,75,90,225,180,0,2,135,10,0,1,0,3,18,18
189,1,199,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,197,1,53,0,45,0,2,0,0,0,0,56,3,9,0,0,0,225,0,139,225,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,75,75
191,196,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,217,1,26,0,45,0,2,0,0,0,0,56,3,9,0,0,0,113,0,70,113,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,4,75,225,112,225,0,0,45,2,1,0,0,0,38,38
194,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,145,1,0,84,90,12,8,0,1,1,0,94,6,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,3,8,3,3,1,0,225,0,0,75,103,4,3,0,6,8,187,160,168,96,84,12,90,8,1,0,84,0,0,0
196,1,209,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,209,0,28,45,8,2,3,4,3,1,69,4,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,1,49,8,3,5,2,0,225,0,0,75,51,11,5,2,0,9,112,168,112,112,28,8,45,2,0,1,28,3,0,0
199,1,173,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,225,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,206,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,145,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,1,148,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,0,224,0,0,0,0,0,8,0,1,0,0,225,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,179,1,67,28,45,3,3,0,1,0,1,77,4,13,0,0,0,143,178,178,0,128,178,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,225,225,0,17,5,1,0,0,9,75,168,112,168,28,3,45,3,220,92,28,0,96,96
